Location,Type,DOB,DOW,Cal Year,Fiscal Year,Week,Period,Quarter,Hours,Labor $,Hour %,SalaryCost,SalaryPercent,Total Payroll,Sales,Area
Long Beach,Year Ago,6/25/24,Tuesday,2024,2024,26,7,2,43.06,817,25.4,0,0,817,3217.94,SoCal 4
Manhattan Beach,Actual,6/25/24,Tuesday,2024,2024,26,7,2,31.56,698,21.71,0,0,698,3313.33,SoCal 4
Manhattan Beach,Scheduled,6/25/24,Tuesday,2024,2024,26,7,2,38.5,892.5,29.75,0,0,892.5,3000,SoCal 4
Manhattan Beach,Year Ago,6/25/24,Tuesday,2024,2024,26,7,2,40.33,820,25.87,0,0,820,3169.24,SoCal 4
Marina Del Rey,Actual,6/25/24,Tuesday,2024,2024,26,7,2,32.29,741,24.51,0,0,741,3022.85,SoCal 4
Marina Del Rey,Scheduled,6/25/24,Tuesday,2024,2024,26,7,2,31.5,720,28.8,0,0,720,2500,SoCal 4
Marina Del Rey,Year Ago,6/25/24,Tuesday,2024,2024,26,7,2,46.16,846,34.84,0,0,846,2474.02,SoCal 4
Newport Beach,Actual,6/25/24,Tuesday,2024,2024,26,7,2,37.88,783,26.22,183,6,966,3071.77,SoCal 4
Newport Beach,Scheduled,6/25/24,Tuesday,2024,2024,26,7,2,37.75,781,28.93,0,0,781,2700,SoCal 4
Newport Beach,Year Ago,6/25/24,Tuesday,2024,2024,26,7,2,37.26,680,16.36,177,4,857,4310.1,SoCal 4
Tustin,Actual,6/25/24,Tuesday,2024,2024,26,7,2,35.92,743,18.79,0,0,743,4177.34,SoCal 4
Tustin,Scheduled,6/25/24,Tuesday,2024,2024,26,7,2,29.5,608.5,24.34,0,0,608.5,2500,SoCal 4
Tustin,Year Ago,6/25/24,Tuesday,2024,2024,26,7,2,51.94,884,16.25,0,0,884,5441.72,SoCal 4
Westminster,Actual,6/25/24,Tuesday,2024,2024,26,7,2,21.91,505,21.15,0,0,505,2390.46,SoCal 4
Westminster,Scheduled,6/25/24,Tuesday,2024,2024,26,7,2,24,578.75,34.04,0,0,578.75,1700,SoCal 4
Westminster,Year Ago,6/25/24,Tuesday,2024,2024,26,7,2,37.69,698,42.11,0,0,698,1656.98,SoCal 4
Carson,Actual,6/26/24,Wednesday,2024,2024,26,7,2,34.35,778,18.01,0,0,778,4317.2,SoCal 4
Carson,Scheduled,6/26/24,Wednesday,2024,2024,26,7,2,34.75,786.75,31.47,0,0,786.75,2500,SoCal 4
Carson,Year Ago,6/26/24,Wednesday,2024,2024,26,7,2,41.43,811,28.02,0,0,811,2892.57,SoCal 4
Costa Mesa,Actual,6/26/24,Wednesday,2024,2024,26,7,2,28.86,658,30.64,0,0,658,2242.25,SoCal 4
Costa Mesa,Scheduled,6/26/24,Wednesday,2024,2024,26,7,2,26,612.5,36.03,0,0,612.5,1700,SoCal 4
Costa Mesa,Year Ago,6/26/24,Wednesday,2024,2024,26,7,2,31.31,521,20.85,0,0,521,2498.86,SoCal 4
El Segundo,Actual,6/26/24,Wednesday,2024,2024,26,7,2,34.4,788,22.56,0,0,788,3492.34,SoCal 4
El Segundo,Scheduled,6/26/24,Wednesday,2024,2024,26,7,2,35,808,28.86,0,0,808,2800,SoCal 4
El Segundo,Year Ago,6/26/24,Wednesday,2024,2024,26,7,2,40.7,793,30.05,0,0,793,2640.18,SoCal 4
Fountain Valley,Actual,6/26/24,Wednesday,2024,2024,26,7,2,28.38,640,26.69,0,0,640,2396.3,SoCal 4
Fountain Valley,Scheduled,6/26/24,Wednesday,2024,2024,26,7,2,26.75,602.75,30.14,0,0,602.75,2000,SoCal 4
Fountain Valley,Year Ago,6/26/24,Wednesday,2024,2024,26,7,2,37.55,696,21.74,0,0,696,3200.19,SoCal 4
Five Points,Actual,6/26/24,Wednesday,2024,2024,26,7,2,22.46,526,50.86,0,0,526,1035.1,SoCal 4
Five Points,Scheduled,6/26/24,Wednesday,2024,2024,26,7,2,23.5,553.5,36.9,0,0,553.5,1500,SoCal 4
Five Points,Year Ago,6/26/24,Wednesday,2024,2024,26,7,2,0,0,0,0,0,0,0,SoCal 4
LBX,Actual,6/26/24,Wednesday,2024,2024,26,7,2,35.01,706,16.09,0,0,706,4386.74,SoCal 4
LBX,Scheduled,6/26/24,Wednesday,2024,2024,26,7,2,38.17,797.83,24.18,0,0,797.83,3300,SoCal 4
LBX,Year Ago,6/26/24,Wednesday,2024,2024,26,7,2,62.11,1114,28.42,0,0,1114,3920.79,SoCal 4
Long Beach,Actual,6/26/24,Wednesday,2024,2024,26,7,2,40.92,833,20.12,0,0,833,4139.52,SoCal 4
Long Beach,Scheduled,6/26/24,Wednesday,2024,2024,26,7,2,41.33,841.5,23.38,0,0,841.5,3600,SoCal 4
Long Beach,Year Ago,6/26/24,Wednesday,2024,2024,26,7,2,49.03,826,22.53,0,0,826,3664.97,SoCal 4
Manhattan Beach,Actual,6/26/24,Wednesday,2024,2024,26,7,2,31.58,782,21.78,0,0,782,3590.36,SoCal 4
Manhattan Beach,Scheduled,6/26/24,Wednesday,2024,2024,26,7,2,31,712.5,25.45,0,0,712.5,2800,SoCal 4
Manhattan Beach,Year Ago,6/26/24,Wednesday,2024,2024,26,7,2,36.32,732,24.47,0,0,732,2991.82,SoCal 4
Marina Del Rey,Actual,6/26/24,Wednesday,2024,2024,26,7,2,26.9,627,30.56,0,0,627,2050.2,SoCal 4
Marina Del Rey,Scheduled,6/26/24,Wednesday,2024,2024,26,7,2,26,604,31.79,0,0,604,1900,SoCal 4
Marina Del Rey,Year Ago,6/26/24,Wednesday,2024,2024,26,7,2,42.9,860,41.02,0,0,860,2097.65,SoCal 4
Newport Beach,Actual,6/26/24,Wednesday,2024,2024,26,7,2,36.81,759,20.61,183,5,942,3683.06,SoCal 4
Newport Beach,Scheduled,6/26/24,Wednesday,2024,2024,26,7,2,35,721.75,24.06,0,0,721.75,3000,SoCal 4
Newport Beach,Year Ago,6/26/24,Wednesday,2024,2024,26,7,2,43.23,765,18.58,177,4,942,4118.05,SoCal 4
Tustin,Actual,6/26/24,Wednesday,2024,2024,26,7,2,35.9,809,21.27,0,0,809,3904.46,SoCal 4
Tustin,Scheduled,6/26/24,Wednesday,2024,2024,26,7,2,32,717,23.9,0,0,717,3000,SoCal 4
Tustin,Year Ago,6/26/24,Wednesday,2024,2024,26,7,2,44.23,764,23,0,0,764,3393.9,SoCal 4
Westminster,Actual,6/26/24,Wednesday,2024,2024,26,7,2,24.93,602,23.99,0,0,602,2509,SoCal 4
Westminster,Scheduled,6/26/24,Wednesday,2024,2024,26,7,2,24,577.25,28.86,0,0,577.25,2000,SoCal 4
Westminster,Year Ago,6/26/24,Wednesday,2024,2024,26,7,2,28.02,508,28.05,0,0,508,1811.22,SoCal 4
Carson,Actual,6/27/24,Thursday,2024,2024,26,7,2,36.23,809,21.08,0,0,809,3976.39,SoCal 4
Carson,Scheduled,6/27/24,Thursday,2024,2024,26,7,2,40,885.5,27.67,0,0,885.5,3200,SoCal 4
Carson,Year Ago,6/27/24,Thursday,2024,2024,26,7,2,45.34,868,21.33,0,0,868,4196.4,SoCal 4
Costa Mesa,Actual,6/27/24,Thursday,2024,2024,26,7,2,24.71,571,21.7,0,0,571,2631.4,SoCal 4
Costa Mesa,Scheduled,6/27/24,Thursday,2024,2024,26,7,2,26.5,618.75,36.4,0,0,618.75,1700,SoCal 4
Costa Mesa,Year Ago,6/27/24,Thursday,2024,2024,26,7,2,32.72,592,29.25,0,0,592,2023.61,SoCal 4
El Segundo,Actual,6/27/24,Thursday,2024,2024,26,7,2,40.84,943,24.15,0,0,943,3904.11,SoCal 4
El Segundo,Scheduled,6/27/24,Thursday,2024,2024,26,7,2,38.5,883.5,24.54,0,0,883.5,3600,SoCal 4
El Segundo,Year Ago,6/27/24,Thursday,2024,2024,26,7,2,45.19,857,20.21,0,0,857,4240.17,SoCal 4
Fountain Valley,Actual,6/27/24,Thursday,2024,2024,26,7,2,27.08,609,19.13,0,0,609,3186.18,SoCal 4
Fountain Valley,Scheduled,6/27/24,Thursday,2024,2024,26,7,2,26.75,602.75,24.11,0,0,602.75,2500,SoCal 4
Fountain Valley,Year Ago,6/27/24,Thursday,2024,2024,26,7,2,35.89,673,23.11,0,0,673,2911.83,SoCal 4
Five Points,Actual,6/27/24,Thursday,2024,2024,26,7,2,22.1,499,22.61,0,0,499,2206.72,SoCal 4
Five Points,Scheduled,6/27/24,Thursday,2024,2024,26,7,2,22.75,513.75,34.25,0,0,513.75,1500,SoCal 4
Five Points,Year Ago,6/27/24,Thursday,2024,2024,26,7,2,0,0,0,0,0,0,0,SoCal 4
LBX,Actual,6/27/24,Thursday,2024,2024,26,7,2,36.87,812,18.49,0,0,812,4390.86,SoCal 4
LBX,Scheduled,6/27/24,Thursday,2024,2024,26,7,2,39.75,867.25,22.82,0,0,867.25,3800,SoCal 4
LBX,Year Ago,6/27/24,Thursday,2024,2024,26,7,2,60.25,1186,34.41,0,0,1186,3445.05,SoCal 4
Long Beach,Actual,6/27/24,Thursday,2024,2024,26,7,2,43.68,997,21.56,0,0,997,4621.74,SoCal 4
Long Beach,Scheduled,6/27/24,Thursday,2024,2024,26,7,2,40,895.25,24.87,0,0,895.25,3600,SoCal 4
Long Beach,Year Ago,6/27/24,Thursday,2024,2024,26,7,2,42.47,855,20.87,0,0,855,4097.56,SoCal 4
Manhattan Beach,Actual,6/27/24,Thursday,2024,2024,26,7,2,34.4,812,23.39,0,0,812,3474.3,SoCal 4
Manhattan Beach,Scheduled,6/27/24,Thursday,2024,2024,26,7,2,34.5,809,28.89,0,0,809,2800,SoCal 4
Manhattan Beach,Year Ago,6/27/24,Thursday,2024,2024,26,7,2,37.73,747,22.37,0,0,747,3340.25,SoCal 4
Marina Del Rey,Actual,6/27/24,Thursday,2024,2024,26,7,2,25.73,571,26.95,0,0,571,2118.93,SoCal 4
Marina Del Rey,Scheduled,6/27/24,Thursday,2024,2024,26,7,2,26.75,594.25,31.28,0,0,594.25,1900,SoCal 4
Marina Del Rey,Year Ago,6/27/24,Thursday,2024,2024,26,7,2,44.61,881,34.71,0,0,881,2539.28,SoCal 4
Newport Beach,Actual,6/27/24,Thursday,2024,2024,26,7,2,33.95,700,17.74,183,5,883,3947.4,SoCal 4
Newport Beach,Scheduled,6/27/24,Thursday,2024,2024,26,7,2,39.75,882,28.45,0,0,882,3100,SoCal 4
Newport Beach,Year Ago,6/27/24,Thursday,2024,2024,26,7,2,37.04,715,22.05,177,5,892,3242.13,SoCal 4
Tustin,Actual,6/27/24,Thursday,2024,2024,26,7,2,37.98,843,17.5,0,0,843,4929.66,SoCal 4
Tustin,Scheduled,6/27/24,Thursday,2024,2024,26,7,2,29,663.5,20.73,0,0,663.5,3200,SoCal 4
Tustin,Year Ago,6/27/24,Thursday,2024,2024,26,7,2,37.74,667,14.48,0,0,667,4605.46,SoCal 4
Westminster,Actual,6/27/24,Thursday,2024,2024,26,7,2,22.99,550,27.46,0,0,550,2001.57,SoCal 4
Westminster,Scheduled,6/27/24,Thursday,2024,2024,26,7,2,23.5,563.25,28.16,0,0,563.25,2000,SoCal 4
Westminster,Year Ago,6/27/24,Thursday,2024,2024,26,7,2,35.5,672,33.44,0,0,672,2083.01,SoCal 4
Carson,Actual,6/28/24,Friday,2024,2024,26,7,2,37.35,837,24.58,0,0,837,3406.52,SoCal 4
Carson,Scheduled,6/28/24,Friday,2024,2024,26,7,2,36,810.5,24.56,0,0,810.5,3300,SoCal 4
Carson,Year Ago,6/28/24,Friday,2024,2024,26,7,2,45.34,845,25.37,0,0,845,3329.67,SoCal 4
Costa Mesa,Actual,6/28/24,Friday,2024,2024,26,7,2,27.13,632,29.97,0,0,632,2108.16,SoCal 4
Costa Mesa,Scheduled,6/28/24,Friday,2024,2024,26,7,2,28.5,668.5,31.83,0,0,668.5,2100,SoCal 4
Costa Mesa,Year Ago,6/28/24,Friday,2024,2024,26,7,2,28.24,474,20.24,0,0,474,2416.29,SoCal 4
El Segundo,Actual,6/28/24,Friday,2024,2024,26,7,2,43.23,1008,21.43,0,0,1008,4701.89,SoCal 4
El Segundo,Scheduled,6/28/24,Friday,2024,2024,26,7,2,42.42,990.08,19.8,0,0,990.08,5000,SoCal 4
El Segundo,Year Ago,6/28/24,Friday,2024,2024,26,7,2,35.7,743,25.06,0,0,743,2965.11,SoCal 4
Fountain Valley,Actual,6/28/24,Friday,2024,2024,26,7,2,27.47,617,23.05,0,0,617,2678.8,SoCal 4
Fountain Valley,Scheduled,6/28/24,Friday,2024,2024,26,7,2,26.75,598.75,23.95,0,0,598.75,2500,SoCal 4
Fountain Valley,Year Ago,6/28/24,Friday,2024,2024,26,7,2,37.64,680,20.55,0,0,680,3381.76,SoCal 4
Five Points,Actual,6/28/24,Friday,2024,2024,26,7,2,22.96,587,25.31,0,0,587,2318.57,SoCal 4
Five Points,Scheduled,6/28/24,Friday,2024,2024,26,7,2,23.5,559,37.27,0,0,559,1500,SoCal 4
Five Points,Year Ago,6/28/24,Friday,2024,2024,26,7,2,0,0,0,0,0,0,0,SoCal 4
LBX,Actual,6/28/24,Friday,2024,2024,26,7,2,37.01,848,17.59,0,0,848,4822.35,SoCal 4
LBX,Scheduled,6/28/24,Friday,2024,2024,26,7,2,42,932.75,24.55,0,0,932.75,3800,SoCal 4
LBX,Year Ago,6/28/24,Friday,2024,2024,26,7,2,56.48,1053,48.66,0,0,1053,2163.17,SoCal 4
Long Beach,Actual,6/28/24,Friday,2024,2024,26,7,2,43.36,977,22.54,0,0,977,4334.95,SoCal 4
Long Beach,Scheduled,6/28/24,Friday,2024,2024,26,7,2,43,965.25,25.4,0,0,965.25,3800,SoCal 4
Long Beach,Year Ago,6/28/24,Friday,2024,2024,26,7,2,47.16,922,17.68,0,0,922,5216.29,SoCal 4
Manhattan Beach,Actual,6/28/24,Friday,2024,2024,26,7,2,38.44,888,20.51,0,0,888,4328.35,SoCal 4
Manhattan Beach,Scheduled,6/28/24,Friday,2024,2024,26,7,2,37.5,868,28.93,0,0,868,3000,SoCal 4
Manhattan Beach,Year Ago,6/28/24,Friday,2024,2024,26,7,2,43.72,810,25.82,0,0,810,3135.68,SoCal 4
Marina Del Rey,Actual,6/28/24,Friday,2024,2024,26,7,2,26.96,615,25.02,0,0,615,2566.35,SoCal 4
Marina Del Rey,Scheduled,6/28/24,Friday,2024,2024,26,7,2,24.25,570.25,30.01,0,0,570.25,1900,SoCal 4
Marina Del Rey,Year Ago,6/28/24,Friday,2024,2024,26,7,2,37.12,680,27.52,0,0,680,2551.84,SoCal 4
Newport Beach,Actual,6/28/24,Friday,2024,2024,26,7,2,35.56,765,20.82,183,5,948,3674.54,SoCal 4
Newport Beach,Scheduled,6/28/24,Friday,2024,2024,26,7,2,35.5,762.75,21.79,0,0,762.75,3500,SoCal 4
Newport Beach,Year Ago,6/28/24,Friday,2024,2024,26,7,2,44.05,735,24.23,177,6,912,3035.18,SoCal 4
Tustin,Actual,6/28/24,Friday,2024,2024,26,7,2,35.83,786,24.42,0,0,786,3220.32,SoCal 4
Tustin,Scheduled,6/28/24,Friday,2024,2024,26,7,2,36,791.5,26.38,0,0,791.5,3000,SoCal 4
Tustin,Year Ago,6/28/24,Friday,2024,2024,26,7,2,51.64,891,25.55,0,0,891,3487.17,SoCal 4
Westminster,Actual,6/28/24,Friday,2024,2024,26,7,2,22.92,527,19.14,0,0,527,2751.46,SoCal 4
Westminster,Scheduled,6/28/24,Friday,2024,2024,26,7,2,23,528.75,26.44,0,0,528.75,2000,SoCal 4
Westminster,Year Ago,6/28/24,Friday,2024,2024,26,7,2,34.04,628,30.07,0,0,628,2087.11,SoCal 4
Carson,Actual,6/29/24,Saturday,2024,2024,26,7,2,30.1,615,19.8,0,0,615,3103.04,SoCal 4
Carson,Scheduled,6/29/24,Saturday,2024,2024,26,7,2,30,612,20.4,0,0,612,3000,SoCal 4
Carson,Year Ago,6/29/24,Saturday,2024,2024,26,7,2,45.02,788,25.97,0,0,788,3032.5,SoCal 4
Costa Mesa,Actual,6/29/24,Saturday,2024,2024,26,7,2,25.99,568,22.35,0,0,568,2540.6,SoCal 4
Costa Mesa,Scheduled,6/29/24,Saturday,2024,2024,26,7,2,27,451.25,20.51,0,0,451.25,2200,SoCal 4
Costa Mesa,Year Ago,6/29/24,Saturday,2024,2024,26,7,2,27.69,531,17.81,0,0,531,3065.82,SoCal 4
El Segundo,Actual,6/29/24,Saturday,2024,2024,26,7,2,26.96,551,17.45,0,0,551,3279.65,SoCal 4
El Segundo,Scheduled,6/29/24,Saturday,2024,2024,26,7,2,27.5,562.5,25.57,0,0,562.5,2200,SoCal 4
El Segundo,Year Ago,6/29/24,Saturday,2024,2024,26,7,2,29.09,561,30.25,0,0,561,1853.29,SoCal 4
Fountain Valley,Actual,6/29/24,Saturday,2024,2024,26,7,2,31.66,709,24.64,0,0,709,2879.39,SoCal 4
Fountain Valley,Scheduled,6/29/24,Saturday,2024,2024,26,7,2,32.25,720.5,28.82,0,0,720.5,2500,SoCal 4
Fountain Valley,Year Ago,6/29/24,Saturday,2024,2024,26,7,2,40.21,656,20.88,0,0,656,3304.66,SoCal 4
Five Points,Actual,6/29/24,Saturday,2024,2024,26,7,2,28.62,655,24.44,0,0,655,2682,SoCal 4
Five Points,Scheduled,6/29/24,Saturday,2024,2024,26,7,2,29,665.5,51.19,0,0,665.5,1300,SoCal 4
Five Points,Year Ago,6/29/24,Saturday,2024,2024,26,7,2,0,0,0,0,0,0,0,SoCal 4
LBX,Actual,6/29/24,Saturday,2024,2024,26,7,2,45.67,1003,24.9,0,0,1003,4029.33,SoCal 4
LBX,Scheduled,6/29/24,Saturday,2024,2024,26,7,2,45.5,999,23.23,0,0,999,4300,SoCal 4
LBX,Year Ago,6/29/24,Saturday,2024,2024,26,7,2,68.81,1366,32.1,0,0,1366,4256.65,SoCal 4
Long Beach,Actual,6/29/24,Saturday,2024,2024,26,7,2,41.34,935,23.3,0,0,935,4011.44,SoCal 4
Long Beach,Scheduled,6/29/24,Saturday,2024,2024,26,7,2,40.5,912.5,24.01,0,0,912.5,3800,SoCal 4
Long Beach,Year Ago,6/29/24,Saturday,2024,2024,26,7,2,43.9,886,22.07,0,0,886,4014.01,SoCal 4
Manhattan Beach,Actual,6/29/24,Saturday,2024,2024,26,7,2,40.64,910,31.88,0,0,910,2854.17,SoCal 4
Manhattan Beach,Scheduled,6/29/24,Saturday,2024,2024,26,7,2,39.5,887.5,26.89,0,0,887.5,3300,SoCal 4
Manhattan Beach,Year Ago,6/29/24,Saturday,2024,2024,26,7,2,47.18,947,20.73,0,0,947,4568.52,SoCal 4
Marina Del Rey,Actual,6/29/24,Saturday,2024,2024,26,7,2,25.12,576,26.7,0,0,576,2157.9,SoCal 4
Marina Del Rey,Scheduled,6/29/24,Saturday,2024,2024,26,7,2,25.5,588.5,30.97,0,0,588.5,1900,SoCal 4
Marina Del Rey,Year Ago,6/29/24,Saturday,2024,2024,26,7,2,40.75,780,39.76,0,0,780,1961.72,SoCal 4
Newport Beach,Actual,6/29/24,Saturday,2024,2024,26,7,2,29.51,653,23.94,183,7,836,2725.88,SoCal 4
Newport Beach,Scheduled,6/29/24,Saturday,2024,2024,26,7,2,29.75,671.75,33.59,0,0,671.75,2000,SoCal 4
Newport Beach,Year Ago,6/29/24,Saturday,2024,2024,26,7,2,32.54,539,26.52,177,9,716,2033.26,SoCal 4
Tustin,Actual,6/29/24,Saturday,2024,2024,26,7,2,37.4,828,23.31,0,0,828,3677,SoCal 4
Tustin,Scheduled,6/29/24,Saturday,2024,2024,26,7,2,36,802,23.59,0,0,802,3400,SoCal 4
Tustin,Year Ago,6/29/24,Saturday,2024,2024,26,7,2,45.88,749,21.19,0,0,749,3533.11,SoCal 4
Westminster,Actual,6/29/24,Saturday,2024,2024,26,7,2,23.01,548,21.55,0,0,548,2540.54,SoCal 4
Westminster,Scheduled,6/29/24,Saturday,2024,2024,26,7,2,23.5,541.25,30.07,0,0,541.25,1800,SoCal 4
Westminster,Year Ago,6/29/24,Saturday,2024,2024,26,7,2,31.54,552,26.7,0,0,552,2068.95,SoCal 4
Carson,Actual,6/30/24,Sunday,2024,2024,26,7,2,31.68,647,23.92,0,0,647,2703.84,SoCal 4
Carson,Scheduled,6/30/24,Sunday,2024,2024,26,7,2,30.5,622.5,20.75,0,0,622.5,3000,SoCal 4
Carson,Year Ago,6/30/24,Sunday,2024,2024,26,7,2,46.08,799,24.75,0,0,799,3229.58,SoCal 4
Costa Mesa,Actual,6/30/24,Sunday,2024,2024,26,7,2,27.06,614,27.68,0,0,614,2219.6,SoCal 4
Costa Mesa,Scheduled,6/30/24,Sunday,2024,2024,26,7,2,27.5,468.75,21.31,0,0,468.75,2200,SoCal 4
Costa Mesa,Year Ago,6/30/24,Sunday,2024,2024,26,7,2,22.46,419,15.12,0,0,419,2773.13,SoCal 4
El Segundo,Actual,6/30/24,Sunday,2024,2024,26,7,2,31.51,657,31.83,0,0,657,2062.61,SoCal 4
El Segundo,Scheduled,6/30/24,Sunday,2024,2024,26,7,2,36.25,741.25,35.3,0,0,741.25,2100,SoCal 4
El Segundo,Year Ago,6/30/24,Sunday,2024,2024,26,7,2,30.09,573,25.1,0,0,573,2284.51,SoCal 4
Fountain Valley,Actual,6/30/24,Sunday,2024,2024,26,7,2,25.08,542,22.64,0,0,542,2394.49,SoCal 4
Fountain Valley,Scheduled,6/30/24,Sunday,2024,2024,26,7,2,27.25,562.5,22.5,0,0,562.5,2500,SoCal 4
Fountain Valley,Year Ago,6/30/24,Sunday,2024,2024,26,7,2,40.84,740,24.96,0,0,740,3068.4,SoCal 4
Five Points,Actual,6/30/24,Sunday,2024,2024,26,7,2,26.17,598,29.88,0,0,598,2001.8,SoCal 4
Five Points,Scheduled,6/30/24,Sunday,2024,2024,26,7,2,29.5,669.5,55.79,0,0,669.5,1200,SoCal 4
Five Points,Year Ago,6/30/24,Sunday,2024,2024,26,7,2,0,0,0,0,0,0,0,SoCal 4
LBX,Actual,6/30/24,Sunday,2024,2024,26,7,2,40.52,898,21.66,0,0,898,4145.16,SoCal 4
LBX,Scheduled,6/30/24,Sunday,2024,2024,26,7,2,41.5,918.25,21.86,0,0,918.25,4200,SoCal 4
LBX,Year Ago,6/30/24,Sunday,2024,2024,26,7,2,68.32,1361,39.05,0,0,1361,3485.77,SoCal 4
Long Beach,Actual,6/30/24,Sunday,2024,2024,26,7,2,36.14,839,19.33,0,0,839,4446.9,SoCal 4
Long Beach,Scheduled,6/30/24,Sunday,2024,2024,26,7,2,40,899.75,24.99,0,0,899.75,3600,SoCal 4
Long Beach,Year Ago,6/30/24,Sunday,2024,2024,26,7,2,45.34,895,18.72,0,0,895,4782,SoCal 4
Manhattan Beach,Actual,6/30/24,Sunday,2024,2024,26,7,2,37.08,825,21.21,0,0,825,3888.19,SoCal 4
Manhattan Beach,Scheduled,6/30/24,Sunday,2024,2024,26,7,2,39,861.5,27.79,0,0,861.5,3100,SoCal 4
Manhattan Beach,Year Ago,6/30/24,Sunday,2024,2024,26,7,2,44.52,846,26.16,0,0,846,3234.28,SoCal 4
Marina Del Rey,Actual,6/30/24,Sunday,2024,2024,26,7,2,26.83,650,28.75,0,0,650,2262.05,SoCal 4
Marina Del Rey,Scheduled,6/30/24,Sunday,2024,2024,26,7,2,26,582.5,30.66,0,0,582.5,1900,SoCal 4
Marina Del Rey,Year Ago,6/30/24,Sunday,2024,2024,26,7,2,40.19,773,32.99,0,0,773,2444.03,SoCal 4
Newport Beach,Actual,6/30/24,Sunday,2024,2024,26,7,2,26.36,588,23.73,183,7,771,2477.28,SoCal 4
Newport Beach,Scheduled,6/30/24,Sunday,2024,2024,26,7,2,24.5,552,27.6,0,0,552,2000,SoCal 4
Newport Beach,Year Ago,6/30/24,Sunday,2024,2024,26,7,2,34.83,551,21.85,177,7,728,2524.09,SoCal 4
Tustin,Actual,6/30/24,Sunday,2024,2024,26,7,2,37.8,775,20.43,0,0,775,3895.66,SoCal 4
Tustin,Scheduled,6/30/24,Sunday,2024,2024,26,7,2,33.5,687,19.63,0,0,687,3500,SoCal 4
Tustin,Year Ago,6/30/24,Sunday,2024,2024,26,7,2,44.42,710,22.58,0,0,710,3146.53,SoCal 4
Westminster,Actual,6/30/24,Sunday,2024,2024,26,7,2,24.78,567,18.64,0,0,567,3175.05,SoCal 4
Westminster,Scheduled,6/30/24,Sunday,2024,2024,26,7,2,24.5,579.25,32.18,0,0,579.25,1800,SoCal 4
Westminster,Year Ago,6/30/24,Sunday,2024,2024,26,7,2,32.7,613,27.58,0,0,613,2223.61,SoCal 4
Carson,Actual,7/1/24,Monday,2024,2024,27,7,3,32.34,738,24.1,0,0,738,3181.81,SoCal 4
Carson,Scheduled,7/1/24,Monday,2024,2024,27,7,3,31.5,717,27.58,0,0,717,2600,SoCal 4
Carson,Year Ago,7/1/24,Monday,2024,2024,27,7,3,42.98,835,31.98,0,0,835,2664.2,SoCal 4
Costa Mesa,Actual,7/1/24,Monday,2024,2024,27,7,3,24.98,568,31.94,0,0,568,1779.22,SoCal 4
Costa Mesa,Scheduled,7/1/24,Monday,2024,2024,27,7,3,25,590,36.88,0,0,590,1600,SoCal 4
Costa Mesa,Year Ago,7/1/24,Monday,2024,2024,27,7,3,28.47,546,23.63,0,0,546,2309.95,SoCal 4
El Segundo,Actual,7/1/24,Monday,2024,2024,27,7,3,37.03,853,23.89,0,0,853,3573.08,SoCal 4
El Segundo,Scheduled,7/1/24,Monday,2024,2024,27,7,3,43.08,975.17,25,0,0,975.17,3900,SoCal 4
El Segundo,Year Ago,7/1/24,Monday,2024,2024,27,7,3,32.15,706,31.18,0,0,706,2263.25,SoCal 4
Fountain Valley,Actual,7/1/24,Monday,2024,2024,27,7,3,26.34,539,14.85,0,0,539,3631.43,SoCal 4
Fountain Valley,Scheduled,7/1/24,Monday,2024,2024,27,7,3,25.5,521.5,26.08,0,0,521.5,2000,SoCal 4
Fountain Valley,Year Ago,7/1/24,Monday,2024,2024,27,7,3,33.14,534,16.21,0,0,534,3398.57,SoCal 4
Five Points,Actual,7/1/24,Monday,2024,2024,27,7,3,22.43,537,41.36,0,0,537,1298.13,SoCal 4
Five Points,Scheduled,7/1/24,Monday,2024,2024,27,7,3,22.5,539,35.93,0,0,539,1500,SoCal 4
Five Points,Year Ago,7/1/24,Monday,2024,2024,27,7,3,0,0,0,0,0,0,0,SoCal 4
LBX,Actual,7/1/24,Monday,2024,2024,27,7,3,41.7,922,20.14,0,0,922,4574.78,SoCal 4
LBX,Scheduled,7/1/24,Monday,2024,2024,27,7,3,39.5,875.5,25.01,0,0,875.5,3500,SoCal 4
LBX,Year Ago,7/1/24,Monday,2024,2024,27,7,3,63.57,1268,35.81,0,0,1268,3540.31,SoCal 4
Long Beach,Actual,7/1/24,Monday,2024,2024,27,7,3,36.7,739,18.72,0,0,739,3949.07,SoCal 4
Long Beach,Scheduled,7/1/24,Monday,2024,2024,27,7,3,35.5,715.5,21.68,0,0,715.5,3300,SoCal 4
Long Beach,Year Ago,7/1/24,Monday,2024,2024,27,7,3,43.31,861,19.3,0,0,861,4462.13,SoCal 4
Manhattan Beach,Actual,7/1/24,Monday,2024,2024,27,7,3,33.87,755,34.97,0,0,755,2158.96,SoCal 4
Manhattan Beach,Scheduled,7/1/24,Monday,2024,2024,27,7,3,34,758.5,30.34,0,0,758.5,2500,SoCal 4
Manhattan Beach,Year Ago,7/1/24,Monday,2024,2024,27,7,3,40.6,853,26.74,0,0,853,3189.18,SoCal 4
Marina Del Rey,Actual,7/1/24,Monday,2024,2024,27,7,3,26.94,617,27.89,0,0,617,2212.2,SoCal 4
Marina Del Rey,Scheduled,7/1/24,Monday,2024,2024,27,7,3,28,644,32.2,0,0,644,2000,SoCal 4
